"","CODI_INE","barri","nivell_soroll_TVLDEN","sexe","edat","value"
"1760","5-16-04","Cerdanyola","65 - 69 dB","HOMES","70",19
"1761","1-9-02","Centre","60 - 64 dB","DONES","00-16",20
"1762","1-9-02","Centre","60 - 64 dB","DONES","17-29",13
"1763","1-9-02","Centre","60 - 64 dB","DONES","30-49",41
"1764","1-9-02","Centre","60 - 64 dB","DONES","50-69",33
"1765","1-9-02","Centre","60 - 64 dB","DONES","70",15
"1766","1-9-02","Centre","60 - 64 dB","HOMES","00-16",19
"1767","1-9-02","Centre","60 - 64 dB","HOMES","17-29",16
"1768","1-9-02","Centre","60 - 64 dB","HOMES","30-49",40
"1769","1-9-02","Centre","60 - 64 dB","HOMES","50-69",32
"1770","1-9-02","Centre","60 - 64 dB","HOMES","70",13
"1771","2-10-12","Eixample","60 - 64 dB","DONES","00-16",8
"1772","2-10-12","Eixample","60 - 64 dB","DONES","17-29",23
"1773","2-10-12","Eixample","60 - 64 dB","DONES","30-49",49
"1774","2-10-12","Eixample","60 - 64 dB","DONES","50-69",21
"1775","2-10-12","Eixample","60 - 64 dB","DONES","70",10
"1776","2-10-12","Eixample","60 - 64 dB","HOMES","00-16",14
"1777","2-10-12","Eixample","60 - 64 dB","HOMES","17-29",22
"1778","2-10-12","Eixample","60 - 64 dB","HOMES","30-49",52
"1779","2-10-12","Eixample","60 - 64 dB","HOMES","50-69",33
"1780","2-10-12","Eixample","60 - 64 dB","HOMES","70",5
"1781","5-6-02","Cerdanyola","65 - 69 dB","DONES","00-16",38
"1782","5-6-02","Cerdanyola","65 - 69 dB","DONES","17-29",27
"1783","5-6-02","Cerdanyola","65 - 69 dB","DONES","30-49",47
"1784","5-6-02","Cerdanyola","65 - 69 dB","DONES","50-69",58
"1785","5-6-02","Cerdanyola","65 - 69 dB","DONES","70",37
"1786","5-6-02","Cerdanyola","65 - 69 dB","HOMES","00-16",32
"1787","5-6-02","Cerdanyola","65 - 69 dB","HOMES","17-29",28
"1788","5-6-02","Cerdanyola","65 - 69 dB","HOMES","30-49",62
"1789","5-6-02","Cerdanyola","65 - 69 dB","HOMES","50-69",51
"1790","5-6-02","Cerdanyola","65 - 69 dB","HOMES","70",31
"1791","1-6-07","Centre","70 - 74 dB","DONES","00-16",29
"1792","1-6-07","Centre","70 - 74 dB","DONES","17-29",32
"1793","1-6-07","Centre","70 - 74 dB","DONES","30-49",42
"1794","1-6-07","Centre","70 - 74 dB","DONES","50-69",72
"1795","1-6-07","Centre","70 - 74 dB","DONES","70",41
"1796","1-6-07","Centre","70 - 74 dB","HOMES","00-16",22
"1797","1-6-07","Centre","70 - 74 dB","HOMES","17-29",22
"1798","1-6-07","Centre","70 - 74 dB","HOMES","30-49",56
"1799","1-6-07","Centre","70 - 74 dB","HOMES","50-69",59
"1800","1-6-07","Centre","70 - 74 dB","HOMES","70",35
"1801","5-15-05","Cerdanyola","65 - 69 dB","DONES","00-16",27
"1802","5-15-05","Cerdanyola","65 - 69 dB","DONES","17-29",14
"1803","5-15-05","Cerdanyola","65 - 69 dB","DONES","30-49",34
"1804","5-15-05","Cerdanyola","65 - 69 dB","DONES","50-69",26
"1805","5-15-05","Cerdanyola","65 - 69 dB","DONES","70",21
"1806","5-15-05","Cerdanyola","65 - 69 dB","HOMES","00-16",25
"1807","5-15-05","Cerdanyola","65 - 69 dB","HOMES","17-29",17
"1808","5-15-05","Cerdanyola","65 - 69 dB","HOMES","30-49",35
"1809","5-15-05","Cerdanyola","65 - 69 dB","HOMES","50-69",33
"1810","5-15-05","Cerdanyola","65 - 69 dB","HOMES","70",19
"1811","5-1-03","Cerdanyola","65 - 69 dB","DONES","00-16",25
"1812","5-1-03","Cerdanyola","65 - 69 dB","DONES","17-29",24
"1813","5-1-03","Cerdanyola","65 - 69 dB","DONES","30-49",50
"1814","5-1-03","Cerdanyola","65 - 69 dB","DONES","50-69",32
"1815","5-1-03","Cerdanyola","65 - 69 dB","DONES","70",20
"1816","5-1-03","Cerdanyola","65 - 69 dB","HOMES","00-16",29
"1817","5-1-03","Cerdanyola","65 - 69 dB","HOMES","17-29",23
"1818","5-1-03","Cerdanyola","65 - 69 dB","HOMES","30-49",54
"1819","5-1-03","Cerdanyola","65 - 69 dB","HOMES","50-69",28
"1820","5-1-03","Cerdanyola","65 - 69 dB","HOMES","70",15
"1821","5-1-12","Cerdanyola",">= 75 dB","DONES","00-16",34
"1822","5-1-12","Cerdanyola",">= 75 dB","DONES","17-29",31
"1823","5-1-12","Cerdanyola",">= 75 dB","DONES","30-49",51
"1824","5-1-12","Cerdanyola",">= 75 dB","DONES","50-69",51
"1825","5-1-12","Cerdanyola",">= 75 dB","DONES","70",27
"1826","5-1-12","Cerdanyola",">= 75 dB","HOMES","00-16",33
"1827","5-1-12","Cerdanyola",">= 75 dB","HOMES","17-29",21
"1828","5-1-12","Cerdanyola",">= 75 dB","HOMES","30-49",45
"1829","5-1-12","Cerdanyola",">= 75 dB","HOMES","50-69",41
"1830","5-1-12","Cerdanyola",">= 75 dB","HOMES","70",14
"1831","2-11-11","El Palau","70 - 74 dB","DONES","00-16",32
"1832","2-11-11","El Palau","70 - 74 dB","DONES","17-29",16
"1833","2-11-11","El Palau","70 - 74 dB","DONES","30-49",50
"1834","2-11-11","El Palau","70 - 74 dB","DONES","50-69",39
"1835","2-11-11","El Palau","70 - 74 dB","DONES","70",32
"1836","2-11-11","El Palau","70 - 74 dB","HOMES","00-16",35
"1837","2-11-11","El Palau","70 - 74 dB","HOMES","17-29",20
"1838","2-11-11","El Palau","70 - 74 dB","HOMES","30-49",52
"1839","2-11-11","El Palau","70 - 74 dB","HOMES","50-69",39
"1840","2-11-11","El Palau","70 - 74 dB","HOMES","70",20
"1841","1-5-04","Centre","70 - 74 dB","DONES","00-16",13
"1842","1-5-04","Centre","70 - 74 dB","DONES","17-29",13
"1843","1-5-04","Centre","70 - 74 dB","DONES","30-49",29
"1844","1-5-04","Centre","70 - 74 dB","DONES","50-69",30
"1845","1-5-04","Centre","70 - 74 dB","DONES","70",14
"1846","1-5-04","Centre","70 - 74 dB","HOMES","00-16",14
"1847","1-5-04","Centre","70 - 74 dB","HOMES","17-29",15
"1848","1-5-04","Centre","70 - 74 dB","HOMES","30-49",29
"1849","1-5-04","Centre","70 - 74 dB","HOMES","50-69",28
"1850","1-5-04","Centre","70 - 74 dB","HOMES","70",7
"1851","1-3-07","Centre",NA,"DONES","00-16",6
"1852","1-3-07","Centre",NA,"DONES","17-29",12
"1853","1-3-07","Centre",NA,"DONES","30-49",23
"1854","1-3-07","Centre",NA,"DONES","50-69",21
"1855","1-3-07","Centre",NA,"DONES","70",14
"1856","1-3-07","Centre",NA,"HOMES","00-16",6
"1857","1-3-07","Centre",NA,"HOMES","17-29",17
"1858","1-3-07","Centre",NA,"HOMES","30-49",24
"1859","1-3-07","Centre",NA,"HOMES","50-69",25
"1860","1-3-07","Centre",NA,"HOMES","70",12
"1861","1-5-01","Centre","65 - 69 dB","DONES","00-16",11
"1862","1-5-01","Centre","65 - 69 dB","DONES","17-29",8
"1863","1-5-01","Centre","65 - 69 dB","DONES","30-49",18
"1864","1-5-01","Centre","65 - 69 dB","DONES","50-69",9
"1865","1-5-01","Centre","65 - 69 dB","DONES","70",15
"1866","1-5-01","Centre","65 - 69 dB","HOMES","00-16",8
"1867","1-5-01","Centre","65 - 69 dB","HOMES","17-29",8
"1868","1-5-01","Centre","65 - 69 dB","HOMES","30-49",13
"1869","1-5-01","Centre","65 - 69 dB","HOMES","50-69",5
"1870","1-5-01","Centre","65 - 69 dB","HOMES","70",6
"1871","2-9-01","El Palau","70 - 74 dB","DONES","00-16",16
"1872","2-9-01","El Palau","70 - 74 dB","DONES","17-29",12
"1873","2-9-01","El Palau","70 - 74 dB","DONES","30-49",27
"1874","2-9-01","El Palau","70 - 74 dB","DONES","50-69",30
"1875","2-9-01","El Palau","70 - 74 dB","DONES","70",11
"1876","2-9-01","El Palau","70 - 74 dB","HOMES","00-16",20
"1877","2-9-01","El Palau","70 - 74 dB","HOMES","17-29",18
"1878","2-9-01","El Palau","70 - 74 dB","HOMES","30-49",30
"1879","2-9-01","El Palau","70 - 74 dB","HOMES","50-69",20
"1880","2-9-01","El Palau","70 - 74 dB","HOMES","70",10
"1881","1-6-04","Centre","60 - 64 dB","DONES","00-16",19
"1882","1-6-04","Centre","60 - 64 dB","DONES","17-29",20
"1883","1-6-04","Centre","60 - 64 dB","DONES","30-49",29
"1884","1-6-04","Centre","60 - 64 dB","DONES","50-69",35
"1885","1-6-04","Centre","60 - 64 dB","DONES","70",26
"1886","1-6-04","Centre","60 - 64 dB","HOMES","00-16",19
"1887","1-6-04","Centre","60 - 64 dB","HOMES","17-29",16
"1888","1-6-04","Centre","60 - 64 dB","HOMES","30-49",33
"1889","1-6-04","Centre","60 - 64 dB","HOMES","50-69",29
"1890","1-6-04","Centre","60 - 64 dB","HOMES","70",13
"1891","2-3-16","El Palau","65 - 69 dB","DONES","00-16",27
"1892","2-3-16","El Palau","65 - 69 dB","DONES","17-29",8
"1893","2-3-16","El Palau","65 - 69 dB","DONES","30-49",52
"1894","2-3-16","El Palau","65 - 69 dB","DONES","50-69",28
"1895","2-3-16","El Palau","65 - 69 dB","DONES","70",5
"1896","2-3-16","El Palau","65 - 69 dB","HOMES","00-16",30
"1897","2-3-16","El Palau","65 - 69 dB","HOMES","17-29",10
"1898","2-3-16","El Palau","65 - 69 dB","HOMES","30-49",51
"1899","2-3-16","El Palau","65 - 69 dB","HOMES","50-69",26
"1900","2-3-16","El Palau","65 - 69 dB","HOMES","70",6
"1901","1-3-08","Centre","55 - 59 dB","DONES","00-16",4
"1902","1-3-08","Centre","55 - 59 dB","DONES","17-29",6
"1903","1-3-08","Centre","55 - 59 dB","DONES","30-49",6
"1904","1-3-08","Centre","55 - 59 dB","DONES","50-69",6
"1905","1-3-08","Centre","55 - 59 dB","DONES","70",6
"1906","1-3-08","Centre","55 - 59 dB","HOMES","00-16",6
"1907","1-3-08","Centre","55 - 59 dB","HOMES","17-29",6
"1908","1-3-08","Centre","55 - 59 dB","HOMES","30-49",11
"1909","1-3-08","Centre","55 - 59 dB","HOMES","50-69",7
"1910","1-3-08","Centre","55 - 59 dB","HOMES","70",3
"1911","2-11-03","El Palau","70 - 74 dB","DONES","00-16",30
"1912","2-11-03","El Palau","70 - 74 dB","DONES","17-29",17
"1913","2-11-03","El Palau","70 - 74 dB","DONES","30-49",42
"1914","2-11-03","El Palau","70 - 74 dB","DONES","50-69",26
"1915","2-11-03","El Palau","70 - 74 dB","DONES","70",25
"1916","2-11-03","El Palau","70 - 74 dB","HOMES","00-16",27
"1917","2-11-03","El Palau","70 - 74 dB","HOMES","17-29",11
"1918","2-11-03","El Palau","70 - 74 dB","HOMES","30-49",37
"1919","2-11-03","El Palau","70 - 74 dB","HOMES","50-69",31
"1920","2-11-03","El Palau","70 - 74 dB","HOMES","70",13
"1921","4-6-01","Cirera",">= 75 dB","DONES","00-16",14
"1922","4-6-01","Cirera",">= 75 dB","DONES","17-29",22
"1923","4-6-01","Cirera",">= 75 dB","DONES","30-49",23
"1924","4-6-01","Cirera",">= 75 dB","DONES","50-69",41
"1925","4-6-01","Cirera",">= 75 dB","DONES","70",28
"1926","4-6-01","Cirera",">= 75 dB","HOMES","00-16",17
"1927","4-6-01","Cirera",">= 75 dB","HOMES","17-29",11
"1928","4-6-01","Cirera",">= 75 dB","HOMES","30-49",35
"1929","4-6-01","Cirera",">= 75 dB","HOMES","50-69",31
"1930","4-6-01","Cirera",">= 75 dB","HOMES","70",17
"1931","2-11-10","El Palau","70 - 74 dB","DONES","00-16",0
"1932","2-11-10","El Palau","70 - 74 dB","DONES","17-29",1
"1933","2-11-10","El Palau","70 - 74 dB","DONES","30-49",4
"1934","2-11-10","El Palau","70 - 74 dB","DONES","50-69",4
"1935","2-11-10","El Palau","70 - 74 dB","DONES","70",0
"1936","2-11-10","El Palau","70 - 74 dB","HOMES","00-16",5
"1937","2-11-10","El Palau","70 - 74 dB","HOMES","17-29",2
"1938","2-11-10","El Palau","70 - 74 dB","HOMES","30-49",4
"1939","2-11-10","El Palau","70 - 74 dB","HOMES","50-69",2
"1940","2-11-10","El Palau","70 - 74 dB","HOMES","70",0
"1941","1-6-02","Centre","60 - 64 dB","DONES","00-16",18
"1942","1-6-02","Centre","60 - 64 dB","DONES","17-29",13
"1943","1-6-02","Centre","60 - 64 dB","DONES","30-49",25
"1944","1-6-02","Centre","60 - 64 dB","DONES","50-69",17
"1945","1-6-02","Centre","60 - 64 dB","DONES","70",18
"1946","1-6-02","Centre","60 - 64 dB","HOMES","00-16",16
"1947","1-6-02","Centre","60 - 64 dB","HOMES","17-29",15
"1948","1-6-02","Centre","60 - 64 dB","HOMES","30-49",42
"1949","1-6-02","Centre","60 - 64 dB","HOMES","50-69",15
"1950","1-6-02","Centre","60 - 64 dB","HOMES","70",10
"1951","5-16-03","Cerdanyola","65 - 69 dB","DONES","00-16",6
"1952","5-16-03","Cerdanyola","65 - 69 dB","DONES","17-29",3
"1953","5-16-03","Cerdanyola","65 - 69 dB","DONES","30-49",11
"1954","5-16-03","Cerdanyola","65 - 69 dB","DONES","50-69",15
"1955","5-16-03","Cerdanyola","65 - 69 dB","DONES","70",11
"1956","5-16-03","Cerdanyola","65 - 69 dB","HOMES","00-16",2
"1957","5-16-03","Cerdanyola","65 - 69 dB","HOMES","17-29",9
"1958","5-16-03","Cerdanyola","65 - 69 dB","HOMES","30-49",13
"1959","5-16-03","Cerdanyola","65 - 69 dB","HOMES","50-69",5
"1960","5-16-03","Cerdanyola","65 - 69 dB","HOMES","70",7
"1961","1-3-09","Centre","55 - 59 dB","DONES","00-16",1
"1962","1-3-09","Centre","55 - 59 dB","DONES","17-29",2
"1963","1-3-09","Centre","55 - 59 dB","DONES","30-49",1
"1964","1-3-09","Centre","55 - 59 dB","DONES","50-69",10
"1965","1-3-09","Centre","55 - 59 dB","DONES","70",4
"1966","1-3-09","Centre","55 - 59 dB","HOMES","00-16",1
"1967","1-3-09","Centre","55 - 59 dB","HOMES","17-29",4
"1968","1-3-09","Centre","55 - 59 dB","HOMES","30-49",4
"1969","1-3-09","Centre","55 - 59 dB","HOMES","50-69",7
"1970","1-3-09","Centre","55 - 59 dB","HOMES","70",4
"1971","1-6-06","Centre","70 - 74 dB","DONES","00-16",11
"1972","1-6-06","Centre","70 - 74 dB","DONES","17-29",12
"1973","1-6-06","Centre","70 - 74 dB","DONES","30-49",48
"1974","1-6-06","Centre","70 - 74 dB","DONES","50-69",31
"1975","1-6-06","Centre","70 - 74 dB","DONES","70",22
"1976","1-6-06","Centre","70 - 74 dB","HOMES","00-16",20
"1977","1-6-06","Centre","70 - 74 dB","HOMES","17-29",16
"1978","1-6-06","Centre","70 - 74 dB","HOMES","30-49",44
"1979","1-6-06","Centre","70 - 74 dB","HOMES","50-69",34
"1980","1-6-06","Centre","70 - 74 dB","HOMES","70",14
"1981","1-5-05","Centre","60 - 64 dB","DONES","00-16",9
"1982","1-5-05","Centre","60 - 64 dB","DONES","17-29",5
"1983","1-5-05","Centre","60 - 64 dB","DONES","30-49",14
"1984","1-5-05","Centre","60 - 64 dB","DONES","50-69",15
"1985","1-5-05","Centre","60 - 64 dB","DONES","70",8
"1986","1-5-05","Centre","60 - 64 dB","HOMES","00-16",9
"1987","1-5-05","Centre","60 - 64 dB","HOMES","17-29",7
"1988","1-5-05","Centre","60 - 64 dB","HOMES","30-49",14
"1989","1-5-05","Centre","60 - 64 dB","HOMES","50-69",13
"1990","1-5-05","Centre","60 - 64 dB","HOMES","70",6
"1991","5-15-03","Cerdanyola","55 - 59 dB","DONES","00-16",19
"1992","5-15-03","Cerdanyola","55 - 59 dB","DONES","17-29",14
"1993","5-15-03","Cerdanyola","55 - 59 dB","DONES","30-49",25
"1994","5-15-03","Cerdanyola","55 - 59 dB","DONES","50-69",29
"1995","5-15-03","Cerdanyola","55 - 59 dB","DONES","70",18
"1996","5-15-03","Cerdanyola","55 - 59 dB","HOMES","00-16",20
"1997","5-15-03","Cerdanyola","55 - 59 dB","HOMES","17-29",16
"1998","5-15-03","Cerdanyola","55 - 59 dB","HOMES","30-49",40
"1999","5-15-03","Cerdanyola","55 - 59 dB","HOMES","50-69",25
"2000","5-15-03","Cerdanyola","55 - 59 dB","HOMES","70",9
"2001","2-3-01","El Palau","65 - 69 dB","DONES","00-16",19
"2002","2-3-01","El Palau","65 - 69 dB","DONES","17-29",17
"2003","2-3-01","El Palau","65 - 69 dB","DONES","30-49",41
"2004","2-3-01","El Palau","65 - 69 dB","DONES","50-69",46
"2005","2-3-01","El Palau","65 - 69 dB","DONES","70",15
"2006","2-3-01","El Palau","65 - 69 dB","HOMES","00-16",21
"2007","2-3-01","El Palau","65 - 69 dB","HOMES","17-29",7
"2008","2-3-01","El Palau","65 - 69 dB","HOMES","30-49",46
"2009","2-3-01","El Palau","65 - 69 dB","HOMES","50-69",31
"2010","2-3-01","El Palau","65 - 69 dB","HOMES","70",14
"2011","2-9-05","El Palau","65 - 69 dB","DONES","00-16",8
"2012","2-9-05","El Palau","65 - 69 dB","DONES","17-29",2
"2013","2-9-05","El Palau","65 - 69 dB","DONES","30-49",10
"2014","2-9-05","El Palau","65 - 69 dB","DONES","50-69",13
"2015","2-9-05","El Palau","65 - 69 dB","DONES","70",6
"2016","2-9-05","El Palau","65 - 69 dB","HOMES","00-16",6
"2017","2-9-05","El Palau","65 - 69 dB","HOMES","17-29",5
"2018","2-9-05","El Palau","65 - 69 dB","HOMES","30-49",11
"2019","2-9-05","El Palau","65 - 69 dB","HOMES","50-69",12
"2020","2-9-05","El Palau","65 - 69 dB","HOMES","70",2
"2021","2-11-02","El Palau","60 - 64 dB","DONES","00-16",12
"2022","2-11-02","El Palau","60 - 64 dB","DONES","17-29",14
"2023","2-11-02","El Palau","60 - 64 dB","DONES","30-49",35
"2024","2-11-02","El Palau","60 - 64 dB","DONES","50-69",17
"2025","2-11-02","El Palau","60 - 64 dB","DONES","70",14
"2026","2-11-02","El Palau","60 - 64 dB","HOMES","00-16",9
"2027","2-11-02","El Palau","60 - 64 dB","HOMES","17-29",12
"2028","2-11-02","El Palau","60 - 64 dB","HOMES","30-49",26
"2029","2-11-02","El Palau","60 - 64 dB","HOMES","50-69",23
"2030","2-11-02","El Palau","60 - 64 dB","HOMES","70",10
"2031","5-15-02","Cerdanyola","60 - 64 dB","DONES","00-16",36
"2032","5-15-02","Cerdanyola","60 - 64 dB","DONES","17-29",15
"2033","5-15-02","Cerdanyola","60 - 64 dB","DONES","30-49",53
"2034","5-15-02","Cerdanyola","60 - 64 dB","DONES","50-69",45
"2035","5-15-02","Cerdanyola","60 - 64 dB","DONES","70",19
"2036","5-15-02","Cerdanyola","60 - 64 dB","HOMES","00-16",34
"2037","5-15-02","Cerdanyola","60 - 64 dB","HOMES","17-29",38
"2038","5-15-02","Cerdanyola","60 - 64 dB","HOMES","30-49",50
"2039","5-15-02","Cerdanyola","60 - 64 dB","HOMES","50-69",51
"2040","5-15-02","Cerdanyola","60 - 64 dB","HOMES","70",10
"2041","1-9-01","Centre","60 - 64 dB","DONES","00-16",16
"2042","1-9-01","Centre","60 - 64 dB","DONES","17-29",5
"2043","1-9-01","Centre","60 - 64 dB","DONES","30-49",21
"2044","1-9-01","Centre","60 - 64 dB","DONES","50-69",19
"2045","1-9-01","Centre","60 - 64 dB","DONES","70",12
"2046","1-9-01","Centre","60 - 64 dB","HOMES","00-16",17
"2047","1-9-01","Centre","60 - 64 dB","HOMES","17-29",8
"2048","1-9-01","Centre","60 - 64 dB","HOMES","30-49",19
"2049","1-9-01","Centre","60 - 64 dB","HOMES","50-69",13
"2050","1-9-01","Centre","60 - 64 dB","HOMES","70",13
"2051","1-9-03","Centre","60 - 64 dB","DONES","00-16",12
"2052","1-9-03","Centre","60 - 64 dB","DONES","17-29",18
"2053","1-9-03","Centre","60 - 64 dB","DONES","30-49",18
"2054","1-9-03","Centre","60 - 64 dB","DONES","50-69",27
"2055","1-9-03","Centre","60 - 64 dB","DONES","70",11
"2056","1-9-03","Centre","60 - 64 dB","HOMES","00-16",18
"2057","1-9-03","Centre","60 - 64 dB","HOMES","17-29",10
"2058","1-9-03","Centre","60 - 64 dB","HOMES","30-49",15
"2059","1-9-03","Centre","60 - 64 dB","HOMES","50-69",23
"2060","1-9-03","Centre","60 - 64 dB","HOMES","70",7
"2061","2-9-03","El Palau","65 - 69 dB","DONES","00-16",7
"2062","2-9-03","El Palau","65 - 69 dB","DONES","17-29",13
"2063","2-9-03","El Palau","65 - 69 dB","DONES","30-49",23
"2064","2-9-03","El Palau","65 - 69 dB","DONES","50-69",28
"2065","2-9-03","El Palau","65 - 69 dB","DONES","70",7
"2066","2-9-03","El Palau","65 - 69 dB","HOMES","00-16",8
"2067","2-9-03","El Palau","65 - 69 dB","HOMES","17-29",11
"2068","2-9-03","El Palau","65 - 69 dB","HOMES","30-49",25
"2069","2-9-03","El Palau","65 - 69 dB","HOMES","50-69",19
"2070","2-9-03","El Palau","65 - 69 dB","HOMES","70",8
"2071","5-5-03","Cerdanyola","60 - 64 dB","DONES","00-16",11
"2072","5-5-03","Cerdanyola","60 - 64 dB","DONES","17-29",19
"2073","5-5-03","Cerdanyola","60 - 64 dB","DONES","30-49",40
"2074","5-5-03","Cerdanyola","60 - 64 dB","DONES","50-69",43
"2075","5-5-03","Cerdanyola","60 - 64 dB","DONES","70",19
"2076","5-5-03","Cerdanyola","60 - 64 dB","HOMES","00-16",18
"2077","5-5-03","Cerdanyola","60 - 64 dB","HOMES","17-29",23
"2078","5-5-03","Cerdanyola","60 - 64 dB","HOMES","30-49",38
"2079","5-5-03","Cerdanyola","60 - 64 dB","HOMES","50-69",34
"2080","5-5-03","Cerdanyola","60 - 64 dB","HOMES","70",7
"2081","1-9-05","Centre","70 - 74 dB","DONES","00-16",18
"2082","1-9-05","Centre","70 - 74 dB","DONES","17-29",16
"2083","1-9-05","Centre","70 - 74 dB","DONES","30-49",60
"2084","1-9-05","Centre","70 - 74 dB","DONES","50-69",63
"2085","1-9-05","Centre","70 - 74 dB","DONES","70",48
"2086","1-9-05","Centre","70 - 74 dB","HOMES","00-16",33
"2087","1-9-05","Centre","70 - 74 dB","HOMES","17-29",30
"2088","1-9-05","Centre","70 - 74 dB","HOMES","30-49",52
"2089","1-9-05","Centre","70 - 74 dB","HOMES","50-69",61
"2090","1-9-05","Centre","70 - 74 dB","HOMES","70",31
"2091","2-11-08","El Palau","65 - 69 dB","DONES","00-16",36
"2092","2-11-08","El Palau","65 - 69 dB","DONES","17-29",37
"2093","2-11-08","El Palau","65 - 69 dB","DONES","30-49",63
"2094","2-11-08","El Palau","65 - 69 dB","DONES","50-69",42
"2095","2-11-08","El Palau","65 - 69 dB","DONES","70",15
"2096","2-11-08","El Palau","65 - 69 dB","HOMES","00-16",29
"2097","2-11-08","El Palau","65 - 69 dB","HOMES","17-29",19
"2098","2-11-08","El Palau","65 - 69 dB","HOMES","30-49",76
"2099","2-11-08","El Palau","65 - 69 dB","HOMES","50-69",39
"2100","2-11-08","El Palau","65 - 69 dB","HOMES","70",15
"2101","4-6-04","Cirera","70 - 74 dB","DONES","00-16",27
"2102","4-6-04","Cirera","70 - 74 dB","DONES","17-29",15
"2103","4-6-04","Cirera","70 - 74 dB","DONES","30-49",42
"2104","4-6-04","Cirera","70 - 74 dB","DONES","50-69",24
"2105","4-6-04","Cirera","70 - 74 dB","DONES","70",19
"2106","4-6-04","Cirera","70 - 74 dB","HOMES","00-16",28
"2107","4-6-04","Cirera","70 - 74 dB","HOMES","17-29",7
"2108","4-6-04","Cirera","70 - 74 dB","HOMES","30-49",42
"2109","4-6-04","Cirera","70 - 74 dB","HOMES","50-69",22
"2110","4-6-04","Cirera","70 - 74 dB","HOMES","70",13
"2111","5-3-03","Cerdanyola","60 - 64 dB","DONES","00-16",18
"2112","5-3-03","Cerdanyola","60 - 64 dB","DONES","17-29",9
"2113","5-3-03","Cerdanyola","60 - 64 dB","DONES","30-49",15
"2114","5-3-03","Cerdanyola","60 - 64 dB","DONES","50-69",21
"2115","5-3-03","Cerdanyola","60 - 64 dB","DONES","70",6
"2116","5-3-03","Cerdanyola","60 - 64 dB","HOMES","00-16",13
"2117","5-3-03","Cerdanyola","60 - 64 dB","HOMES","17-29",20
"2118","5-3-03","Cerdanyola","60 - 64 dB","HOMES","30-49",32
"2119","5-3-03","Cerdanyola","60 - 64 dB","HOMES","50-69",18
"2120","5-3-03","Cerdanyola","60 - 64 dB","HOMES","70",6
"2121","1-5-09","Centre","60 - 64 dB","DONES","00-16",12
"2122","1-5-09","Centre","60 - 64 dB","DONES","17-29",7
"2123","1-5-09","Centre","60 - 64 dB","DONES","30-49",21
"2124","1-5-09","Centre","60 - 64 dB","DONES","50-69",20
"2125","1-5-09","Centre","60 - 64 dB","DONES","70",16
"2126","1-5-09","Centre","60 - 64 dB","HOMES","00-16",10
"2127","1-5-09","Centre","60 - 64 dB","HOMES","17-29",8
"2128","1-5-09","Centre","60 - 64 dB","HOMES","30-49",25
"2129","1-5-09","Centre","60 - 64 dB","HOMES","50-69",16
"2130","1-5-09","Centre","60 - 64 dB","HOMES","70",8
"2131","2-9-08","El Palau","55 - 59 dB","DONES","00-16",19
"2132","2-9-08","El Palau","55 - 59 dB","DONES","17-29",21
"2133","2-9-08","El Palau","55 - 59 dB","DONES","30-49",35
"2134","2-9-08","El Palau","55 - 59 dB","DONES","50-69",37
"2135","2-9-08","El Palau","55 - 59 dB","DONES","70",15
"2136","2-9-08","El Palau","55 - 59 dB","HOMES","00-16",20
"2137","2-9-08","El Palau","55 - 59 dB","HOMES","17-29",19
"2138","2-9-08","El Palau","55 - 59 dB","HOMES","30-49",45
